name	filepath	source	rig	type	channels
Audeze SINE (Cipher cable)	over-ear/Audeze SINE (Cipher cable).csv	oratory1990	GRAS 45BC	over-ear	1
Audeze SINE (MSR-7 earpads)	over-ear/Audeze SINE (MSR-7 earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Audeze SINE	over-ear/Audeze SINE (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio Zenith PMx2 (v1)	over-ear/Audio Zenith PMx2 (v1) (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Audio Zenith PMx2 (v2)	over-ear/Audio Zenith PMx2 (v2).csv	oratory1990	GRAS 45BC	over-ear	1
Audio-Technica ATH-A2000Z	over-ear/Audio-Technica ATH-A2000Z (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Audio-Technica ATH-AD500X	over-ear/Audio-Technica ATH-AD500X (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-AD700X	over-ear/Audio-Technica ATH-AD700X.csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-ADX5000	over-ear/Audio-Technica ATH-ADX5000.csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-AWKT	over-ear/Audio-Technica ATH-AWKT (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-M20x	over-ear/Audio-Technica ATH-M20x.csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-M40x	over-ear/Audio-Technica ATH-M40x (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-M50x (Dekoni sheepskin earpads)	over-ear/Audio-Technica ATH-M50x (Dekoni sheepskin earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Audio-Technica ATH-M50x (Massdrop velours earpads)	over-ear/Audio-Technica ATH-M50x (Massdrop velours earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Audio-Technica ATH-M50x	over-ear/Audio-Technica ATH-M50x (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-M60x	over-ear/Audio-Technica ATH-M60x.csv	oratory1990	GRAS 43AG	over-ear	1
Audio-Technica ATH-M70x	over-ear/Audio-Technica ATH-M70x (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-MSR7b	over-ear/Audio-Technica ATH-MSR7b.csv	oratory1990	GRAS 45BC	over-ear	1
Audio-Technica ATH-R50x	over-ear/Audio-Technica ATH-R50x.csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-R70x	over-ear/Audio-Technica ATH-R70x (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Audio-Technica ATH-R70xa	over-ear/Audio-Technica ATH-R70xa.csv	oratory1990	GRAS 45BC-10	over-ear	1
AudioQuest NightHawk	over-ear/AudioQuest NightHawk (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
AudioQuest NightOwl	over-ear/AudioQuest NightOwl (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
AUNE AR5000	over-ear/AUNE AR5000 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Aurorus Borealis	over-ear/Aurorus Borealis.csv	oratory1990	GRAS 45BC	over-ear	1
Austrian Audio Hi-X15	over-ear/Austrian Audio Hi-X15.csv	oratory1990	GRAS 45BC-10	over-ear	1
Austrian Audio Hi-X55	over-ear/Austrian Audio Hi-X55.csv	oratory1990	GRAS 45BC	over-ear	1
Austrian Audio Hi-X60	over-ear/Austrian Audio Hi-X60 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Austrian Audio Hi-X65	over-ear/Austrian Audio Hi-X65.csv	oratory1990	GRAS 45BC-10	over-ear	1
Austrian Audio The Composer (minimal setting)	over-ear/Austrian Audio The Composer (minimal setting).csv	oratory1990	GRAS 45BC-10	over-ear	1
Austrian Audio The Composer (standard setting)	over-ear/Austrian Audio The Composer (standard setting).csv	oratory1990	GRAS 45BC-10	over-ear	1
Avantone Planar	over-ear/Avantone Planar.csv	oratory1990	GRAS 45BC	over-ear	1
Bang & Olufsen Beoplay H9	over-ear/Bang & Olufsen Beoplay H9.csv	oratory1990	GRAS 43AG	over-ear	1
Bang & Olufsen Beoplay H95	over-ear/Bang & Olufsen Beoplay H95.csv	oratory1990	GRAS 45BC	over-ear	1
Bang & Olufsen Beoplay H9i	over-ear/Bang & Olufsen Beoplay H9i.csv	oratory1990	GRAS 43AG	over-ear	1
Beats Pro	over-ear/Beats Pro (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Beats Solo Pro	over-ear/Beats Solo Pro.csv	oratory1990	GRAS 45BC	over-ear	1
Beats Studio3 Wireless	over-ear/Beats Studio3 Wireless (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic Amiron Home	over-ear/Beyerdynamic Amiron Home.csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic Amiron Wireless (Bluetooth)	over-ear/Beyerdynamic Amiron Wireless (Bluetooth).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic Amiron Wireless (wired)	over-ear/Beyerdynamic Amiron Wireless (wired).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic Aventho Wireless	over-ear/Beyerdynamic Aventho Wireless.csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic Custom One Pro Plus (step 3)	over-ear/Beyerdynamic Custom One Pro Plus (step 3).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 1770 (leatherette earpads)	over-ear/Beyerdynamic DT 1770 (leatherette earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 1770 (velour earpads)	over-ear/Beyerdynamic DT 1770 (velour earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 177X Go (leather earpads)	over-ear/Beyerdynamic DT 177X Go (leather earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic DT 177X Go (velour earpads)	over-ear/Beyerdynamic DT 177X Go (velour earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic DT 1990 (analytic earpads)	over-ear/Beyerdynamic DT 1990 (analytic earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 1990 (balanced earpads)	over-ear/Beyerdynamic DT 1990 (balanced earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 240	over-ear/Beyerdynamic DT 240.csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 250 (250 Ohm)	over-ear/Beyerdynamic DT 250 (250 Ohm) (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic DT 250 (80 Ohm)	over-ear/Beyerdynamic DT 250 (80 Ohm).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 700 Pro X	over-ear/Beyerdynamic DT 700 Pro X (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 770 (Alpha earpads)	over-ear/Beyerdynamic DT 770 (Alpha earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 770 M	over-ear/Beyerdynamic DT 770 M.csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 770 Pro (Dekoni hybrid earpads)	over-ear/Beyerdynamic DT 770 Pro (Dekoni hybrid earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 770 Pro (worn earpads)	over-ear/Beyerdynamic DT 770 Pro (worn earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 770 Pro	over-ear/Beyerdynamic DT 770 Pro (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 880 (worn earpads)	over-ear/Beyerdynamic DT 880 (worn earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic DT 880 2003 Edition	over-ear/Beyerdynamic DT 880 2003 Edition.csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 880 Black Edition	over-ear/Beyerdynamic DT 880 Black Edition.csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic DT 880 Edition (600 Ohm)	over-ear/Beyerdynamic DT 880 Edition (600 Ohm).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 880	over-ear/Beyerdynamic DT 880 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 900 Pro X	over-ear/Beyerdynamic DT 900 Pro X (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DT 990 (fresh earpads)	over-ear/Beyerdynamic DT 990 (fresh earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT 990 (worn earpads)	over-ear/Beyerdynamic DT 990 (worn earpads).csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic DT 990 Pro	over-ear/Beyerdynamic DT 990 Pro (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic DT1990 (Dekoni Elite velour earpads)	over-ear/Beyerdynamic DT1990 (Dekoni Elite velour earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic DT770 Pro X Limited Edition	over-ear/Beyerdynamic DT770 Pro X Limited Edition (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic DTX 350p	over-ear/Beyerdynamic DTX 350p.csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic ET1000	over-ear/Beyerdynamic ET1000.csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic Lagoon	over-ear/Beyerdynamic Lagoon.csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic MMX 300 (Dekoni Choice leather earpads)	over-ear/Beyerdynamic MMX 300 (Dekoni Choice leather earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic MMX 300	over-ear/Beyerdynamic MMX 300.csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic MMX100	over-ear/Beyerdynamic MMX100.csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic MMX150	over-ear/Beyerdynamic MMX150.csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic T1 (2nd Gen)	over-ear/Beyerdynamic T1 (2nd Gen).csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic T1 (3rd Gen)	over-ear/Beyerdynamic T1 (3rd Gen).csv	oratory1990	GRAS 43AG	over-ear	1
Beyerdynamic T5 (3rd Gen)	over-ear/Beyerdynamic T5 (3rd Gen).csv	oratory1990	GRAS 45BC	over-ear	1
Beyerdynamic T70	over-ear/Beyerdynamic T70 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Beyerdynamic TYGR 300	over-ear/Beyerdynamic TYGR 300.csv	oratory1990	GRAS 45BC-10	over-ear	1
Bose Noise Cancelling Headphones 700	over-ear/Bose Noise Cancelling Headphones 700.csv	oratory1990	GRAS 45BC	over-ear	1
Bose QuietComfort 25	over-ear/Bose QuietComfort 25 (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Bose QuietComfort 45	over-ear/Bose QuietComfort 45.csv	oratory1990	GRAS 45BC-10	over-ear	1
Bowers & Wilkins P5	over-ear/Bowers & Wilkins P5 (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Bowers & Wilkins Px7 S2	over-ear/Bowers & Wilkins Px7 S2 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Bowers & Wilkins Px7 S2e	over-ear/Bowers & Wilkins Px7 S2e.csv	oratory1990	GRAS 45BC-10	over-ear	1
Bowers & Wilkins Px8	over-ear/Bowers & Wilkins Px8.csv	oratory1990	GRAS 45BC-10	over-ear	1
Cleer Next	over-ear/Cleer Next.csv	oratory1990	GRAS 43AG	over-ear	1
Cooler Master MH752	over-ear/Cooler Master MH752.csv	oratory1990	GRAS 45BC	over-ear	1
Creative Aurvana Live! 2	over-ear/Creative Aurvana Live! 2 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Creative Aurvana Live!	over-ear/Creative Aurvana Live! (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Creative Sound Blasterx H6 (analog input)	over-ear/Creative Sound Blasterx H6 (analog input).csv	oratory1990	GRAS 45BC	over-ear	1
Dali IO-4	over-ear/Dali IO-4.csv	oratory1990	GRAS 45BC	over-ear	1
Dali IO-6	over-ear/Dali IO-6.csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Aeon 2 Closed (perforated earpads)	over-ear/Dan Clark Audio Aeon 2 Closed (perforated earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Aeon 2 Closed	over-ear/Dan Clark Audio Aeon 2 Closed (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Aeon 2 Noire	over-ear/Dan Clark Audio Aeon 2 Noire.csv	oratory1990	GRAS 45BC-10	over-ear	1
Dan Clark Audio Aeon 2 Open	over-ear/Dan Clark Audio Aeon 2 Open (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Aeon Closed RT	over-ear/Dan Clark Audio Aeon Closed RT.csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Aeon Flow Closed	over-ear/Dan Clark Audio Aeon Flow Closed (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Aeon Open	over-ear/Dan Clark Audio Aeon Open.csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Aeon X Closed	over-ear/Dan Clark Audio Aeon X Closed.csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Aeon X Open	over-ear/Dan Clark Audio Aeon X Open.csv	oratory1990	GRAS 45BC-10	over-ear	1
Dan Clark Audio E3	over-ear/Dan Clark Audio E3 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Dan Clark Audio Ether 2	over-ear/Dan Clark Audio Ether 2 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Ether C Flow 1.1	over-ear/Dan Clark Audio Ether C Flow 1.1.csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Ether C Flow	over-ear/Dan Clark Audio Ether C Flow.csv	oratory1990	GRAS 43AG	over-ear	1
Dan Clark Audio Ether C	over-ear/Dan Clark Audio Ether C.csv	oratory1990	GRAS 45BC	over-ear	1
Dan Clark Audio Ether CX	over-ear/Dan Clark Audio Ether CX.csv	oratory1990	GRAS 45BC-10	over-ear	1
Dan Clark Audio Ether Flow 1.1	over-ear/Dan Clark Audio Ether Flow 1.1.csv	oratory1990	GRAS 45BC-10	over-ear	1
Dan Clark Audio Ether Flow	over-ear/Dan Clark Audio Ether Flow (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
Dan Clark Audio EXPANSE	over-ear/Dan Clark Audio EXPANSE.csv	oratory1990	GRAS 45BC-10	over-ear	1
Dan Clark Audio Noire X	over-ear/Dan Clark Audio Noire X.csv	oratory1990	GRAS 45BC-10	over-ear	1
Dan Clark Audio Stealth	over-ear/Dan Clark Audio Stealth (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Denon AH-D5200	over-ear/Denon AH-D5200 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Denon AH-D7200	over-ear/Denon AH-D7200.csv	oratory1990	GRAS 45BC-10	over-ear	1
Denon AH-D9200	over-ear/Denon AH-D9200 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Dyson Zone	over-ear/Dyson Zone.csv	oratory1990	GRAS 45BC-10	over-ear	1
E-Mu Teak	over-ear/E-Mu Teak.csv	oratory1990	GRAS 43AG	over-ear	1
EarFun Wave	over-ear/EarFun Wave.csv	oratory1990	GRAS 43AG	over-ear	1
Emotiva Airmotiv GR1	over-ear/Emotiva Airmotiv GR1.csv	oratory1990	GRAS 45BC	over-ear	1
ETA Mini Closed	over-ear/ETA Mini Closed.csv	oratory1990	GRAS 45BC-10	over-ear	1
ETA Mini Semi-Closed (with ring dampeners installed)	over-ear/ETA Mini Semi-Closed (with ring dampeners installed).csv	oratory1990	GRAS 45BC-10	over-ear	1
ETA Mini Semi-Closed	over-ear/ETA Mini Semi-Closed.csv	oratory1990	GRAS 45BC-10	over-ear	1
Fairphone Fairbuds XL	over-ear/Fairphone Fairbuds XL.csv	oratory1990	GRAS 45BC-10	over-ear	1
FiiO FT1 Pro	over-ear/FiiO FT1 Pro (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
FiiO FT1	over-ear/FiiO FT1.csv	oratory1990	GRAS 45BC-10	over-ear	1
FiiO FT3 (pleather earpads)	over-ear/FiiO FT3 (pleather earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
FiiO FT3 (suede earpads)	over-ear/FiiO FT3 (suede earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
FiiO FT5 (pleather earpads)	over-ear/FiiO FT5 (pleather earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
FiiO FT5 (suede earpads)	over-ear/FiiO FT5 (suede earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Final Audio D8000 Pro Edition	over-ear/Final Audio D8000 Pro Edition.csv	oratory1990	GRAS 45BC	over-ear	1
Final Audio Sonorous IV (A-type earpads)	over-ear/Final Audio Sonorous IV (A-type earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Final Audio UX3000 (Bluetooth, ANC on)	over-ear/Final Audio UX3000 (Bluetooth, ANC on).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Azurys	over-ear/Focal Azurys (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Bathys	over-ear/Focal Bathys.csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Celestee	over-ear/Focal Celestee.csv	oratory1990	GRAS 45BC	over-ear	1
Focal Clear Mg	over-ear/Focal Clear Mg (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Clear	over-ear/Focal Clear (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Elear	over-ear/Focal Elear (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Elegia	over-ear/Focal Elegia (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Focal Elex	over-ear/Focal Elex.csv	oratory1990	GRAS 45BC	over-ear	1
Focal Hadenys	over-ear/Focal Hadenys (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Radiance	over-ear/Focal Radiance.csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Spirit Classic	over-ear/Focal Spirit Classic.csv	oratory1990	GRAS 43AG	over-ear	1
Focal Stellia	over-ear/Focal Stellia (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Utopia (Dekoni fenestrated Sheepskin Earpads)	over-ear/Focal Utopia (Dekoni fenestrated Sheepskin Earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Focal Utopia (Dekoni sheepskin Earpads)	over-ear/Focal Utopia (Dekoni sheepskin Earpads).csv	oratory1990	GRAS 45BC	over-ear	1
Focal Utopia 2022	over-ear/Focal Utopia 2022 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focal Utopia	over-ear/Focal Utopia (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Focusrite HP60 (Scarlett Studio)	over-ear/Focusrite HP60 (Scarlett Studio).csv	oratory1990	GRAS 43AG	over-ear	1
Fostex T-X0	over-ear/Fostex T-X0.csv	oratory1990	GRAS 43AG	over-ear	1
Fostex T40RP Mk3	over-ear/Fostex T40RP Mk3 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Fostex TH-X00 (ebony)	over-ear/Fostex TH-X00 (ebony).csv	oratory1990	GRAS 43AG	over-ear	1
Fostex TH-X00 (mahogany)	over-ear/Fostex TH-X00 (mahogany).csv	oratory1990	GRAS 43AG	over-ear	1
Fostex TH-X00 (purpleheart)	over-ear/Fostex TH-X00 (purpleheart) (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Fostex TH500RP	over-ear/Fostex TH500RP.csv	oratory1990	GRAS 45BC	over-ear	1
Fostex TH610 (Dekoni fenestrated Sheepskin Earpads)	over-ear/Fostex TH610 (Dekoni fenestrated Sheepskin Earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
Fostex TH900mk2 (anniversary tuning)	over-ear/Fostex TH900mk2 (anniversary tuning).csv	oratory1990	GRAS 45BC-10	over-ear	1
Fostex TH900mk2	over-ear/Fostex TH900mk2 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Fostex TH909	over-ear/Fostex TH909.csv	oratory1990	GRAS 45BC	over-ear	1
Gold Planar GL2000	over-ear/Gold Planar GL2000 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Grado GW100	over-ear/Grado GW100.csv	oratory1990	GRAS 45BC-10	over-ear	1
Grado Hemp	over-ear/Grado Hemp.csv	oratory1990	GRAS 45BC-10	over-ear	1
Grado SR325x	over-ear/Grado SR325x (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Grado SR60e	over-ear/Grado SR60e (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
Grado SR60x	over-ear/Grado SR60x (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HarmonicDyne G200 (velour earpads)	over-ear/HarmonicDyne G200 (velour earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
HarmonicDyne Zeus	over-ear/HarmonicDyne Zeus.csv	oratory1990	GRAS 45BC	over-ear	1
HEDD Heddphone 2	over-ear/HEDD Heddphone 2 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HEDD HEDDphone	over-ear/HEDD HEDDphone (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Ananda Nano	over-ear/HIFIMAN Ananda Nano (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Ananda Stealth	over-ear/HIFIMAN Ananda Stealth.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Ananda	over-ear/HIFIMAN Ananda (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
HIFIMAN Arya Organic	over-ear/HIFIMAN Arya Organic (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Arya Stealth Magnet Version	over-ear/HIFIMAN Arya Stealth Magnet Version.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Arya	over-ear/HIFIMAN Arya (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Audivina	over-ear/HIFIMAN Audivina.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Deva (wired)	over-ear/HIFIMAN Deva (wired).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN Deva (wireless)	over-ear/HIFIMAN Deva (wireless).csv	oratory1990	GRAS 43AG	over-ear	1
HIFIMAN Deva Pro	over-ear/HIFIMAN Deva Pro (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Edition S (closed back)	over-ear/HIFIMAN Edition S (closed back).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN Edition S (open back)	over-ear/HIFIMAN Edition S (open back).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN Edition X V2	over-ear/HIFIMAN Edition X V2 (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
HIFIMAN Edition X	over-ear/HIFIMAN Edition X (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
HIFIMAN Edition XS	over-ear/HIFIMAN Edition XS (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Edition XX	over-ear/HIFIMAN Edition XX.csv	oratory1990	GRAS 43AG	over-ear	1
HIFIMAN HE-R9	over-ear/HIFIMAN HE-R9 (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN HE-X4	over-ear/HIFIMAN HE-X4.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN HE1000 Stealth	over-ear/HIFIMAN HE1000 Stealth.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN HE1000 V2	over-ear/HIFIMAN HE1000 V2.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN HE1000se	over-ear/HIFIMAN HE1000se (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN HE350	over-ear/HIFIMAN HE350.csv	oratory1990	GRAS 43AG	over-ear	1
HIFIMAN HE35X	over-ear/HIFIMAN HE35X.csv	oratory1990	GRAS 43AG	over-ear	1
HIFIMAN HE400i (2016)	over-ear/HIFIMAN HE400i (2016).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN HE400i (2020)	over-ear/HIFIMAN HE400i (2020).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN HE400se	over-ear/HIFIMAN HE400se (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN HE4XX	over-ear/HIFIMAN HE4XX (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN HE560	over-ear/HIFIMAN HE560.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN HE5XX	over-ear/HIFIMAN HE5XX.csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN HE6	over-ear/HIFIMAN HE6 (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN HE6se V2	over-ear/HIFIMAN HE6se V2.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN HE6se	over-ear/HIFIMAN HE6se.csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN Jade II	over-ear/HIFIMAN Jade II.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Shangri-La Jr	over-ear/HIFIMAN Shangri-La Jr.csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Shangri-La	over-ear/HIFIMAN Shangri-La.csv	oratory1990	GRAS 43AG	over-ear	1
HIFIMAN Sundara (Dekoni sheepskin Earpads)	over-ear/HIFIMAN Sundara (Dekoni sheepskin Earpads).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Sundara (post-2020 earpads)	over-ear/HIFIMAN Sundara (post-2020 earpads) (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
HIFIMAN Sundara (pre-2020 earpads)	over-ear/HIFIMAN Sundara (pre-2020 earpads).csv	oratory1990	GRAS 45BC	over-ear	1
HIFIMAN Sundara Closed-Back	over-ear/HIFIMAN Sundara Closed-Back (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
House of Marley Positive Vibration 2	over-ear/House of Marley Positive Vibration 2.csv	oratory1990	GRAS 45BC-10	over-ear	1
HyperX Cloud Alpha	over-ear/HyperX Cloud Alpha (oratory1990).csv	oratory1990	GRAS 45BC	over-ear	1
HyperX Cloud II	over-ear/HyperX Cloud II (oratory1990).csv	oratory1990	GRAS 45BC-10	over-ear	1
Jabra Evolve 40	over-ear/Jabra Evolve 40.csv	oratory1990	GRAS 43AC	over-ear	1
JBL Duet NC (ANC Off)	over-ear/JBL Duet NC (ANC Off).csv	oratory1990	GRAS 43AG	over-ear	1
JBL Duet NC (ANC On)	over-ear/JBL Duet NC (ANC On).csv	oratory1990	GRAS 43AG	over-ear	1
JBL T450BT	over-ear/JBL T450BT.csv	oratory1990	GRAS 45BC-10	over-ear	1
Kennerton Magister	over-ear/Kennerton Magister (oratory1990).csv	oratory1990	GRAS 43AG	over-ear	1
